ppt_id,rt,logRT,idx,idx_c
m37ld3ujmswhlgh,1349,7.207118856207756,19,8
m37ld3ujmswhlgh,2247,7.717351272185329,20,9
m37ld3ujmswhlgh,1355,7.2115567333138015,21,10
ju2d7sz73lue6ld,1810,7.501082124259871,1,-10
ju2d7sz73lue6ld,785,6.665683717782408,2,-9
ju2d7sz73lue6ld,2073,7.636752112435779,3,-8
ju2d7sz73lue6ld,807,6.693323668269949,4,-7
ju2d7sz73lue6ld,876,6.775366090936392,5,-6
ju2d7sz73lue6ld,750,6.620073206530356,6,-5
ju2d7sz73lue6ld,816,6.704414354964107,7,-4
ju2d7sz73lue6ld,1667,7.418780882750794,8,-3
ju2d7sz73lue6ld,973,6.880384082186005,9,-2
ju2d7sz73lue6ld,1240,7.122866658599083,10,-1
ju2d7sz73lue6ld,669,6.505784060128229,11,0
ju2d7sz73lue6ld,669,6.505784060128229,12,1
ju2d7sz73lue6ld,667,6.502790045915623,13,2
ju2d7sz73lue6ld,461,6.133398042996649,14,3
ju2d7sz73lue6ld,499,6.212606095751519,15,4
ju2d7sz73lue6ld,593,6.385194398997726,16,5
ju2d7sz73lue6ld,545,6.300785794663244,17,6
ju2d7sz73lue6ld,1059,6.9650803456014065,18,7
ju2d7sz73lue6ld,747,6.616065185132817,19,8
ju2d7sz73lue6ld,607,6.408528791059498,20,9
ju2d7sz73lue6ld,1731,7.456454555176209,21,10
teladpy6djq7gt7,742,6.60934924316738,1,-10
teladpy6djq7gt7,1445,7.275864600546533,2,-9
teladpy6djq7gt7,1505,7.316548177182976,3,-8
teladpy6djq7gt7,577,6.3578422665081,4,-7
teladpy6djq7gt7,2261,7.72356247227797,5,-6
teladpy6djq7gt7,1157,7.053585727193677,6,-5
teladpy6djq7gt7,2261,7.72356247227797,7,-4
teladpy6djq7gt7,1215,7.102499355774649,8,-3
teladpy6djq7gt7,447,6.102558594613569,9,-2
teladpy6djq7gt7,665,6.499787040655854,10,-1
teladpy6djq7gt7,933,6.838405200847344,11,0
teladpy6djq7gt7,927,6.831953565565855,12,1
teladpy6djq7gt7,1063,6.968850378341948,13,2
teladpy6djq7gt7,1677,7.424761761823209,14,3
teladpy6djq7gt7,1545,7.3427791893318455,15,4
teladpy6djq7gt7,747,6.616065185132817,16,5
teladpy6djq7gt7,1921,7.560601162768557,17,6
teladpy6djq7gt7,887,6.787844982309579,18,7
teladpy6djq7gt7,877,6.776506992372183,19,8
teladpy6djq7gt7,773,6.650279048587422,20,9
teladpy6djq7gt7,777,6.655440350367647,21,10
h4aetyyw9d69p01,590,6.380122536899765,1,-10
h4aetyyw9d69p01,1029,6.9363427358340495,2,-9
h4aetyyw9d69p01,1640,7.402451520818244,3,-8
h4aetyyw9d69p01,777,6.655440350367647,4,-7
h4aetyyw9d69p01,1115,7.016609683894219,5,-6
h4aetyyw9d69p01,987,6.894670039433482,6,-5
h4aetyyw9d69p01,1173,7.067319848653476,7,-4
h4aetyyw9d69p01,1229,7.113956109566034,8,-3
h4aetyyw9d69p01,773,6.650279048587422,9,-2
h4aetyyw9d69p01,389,5.963579343618446,10,-1
h4aetyyw9d69p01,447,6.102558594613569,11,0
h4aetyyw9d69p01,968,6.875232087276577,12,1
h4aetyyw9d69p01,481,6.175867270105761,13,2
h4aetyyw9d69p01,872,6.77078942390898,14,3
h4aetyyw9d69p01,675,6.51471269087253,15,4
h4aetyyw9d69p01,1167,7.062191632286556,16,5
h4aetyyw9d69p01,1538,7.338238150065589,17,6
h4aetyyw9d69p01,392,5.971261839790462,18,7
h4aetyyw9d69p01,393,5.973809611869261,19,8
h4aetyyw9d69p01,412,6.021023349349527,20,9
h4aetyyw9d69p01,854,6.74993119378857,21,10
9rye361f3q76kr5,727,6.588926477533519,1,-10
9rye361f3q76kr5,532,6.2766434893416445,2,-9
9rye361f3q76kr5,590,6.380122536899765,3,-8
9rye361f3q76kr5,1155,7.051855622955894,4,-7
9rye361f3q76kr5,1310,7.177782416195197,5,-6
9rye361f3q76kr5,532,6.2766434893416445,6,-5
9rye361f3q76kr5,457,6.124683390894205,7,-4
9rye361f3q76kr5,796,6.679599185844383,8,-3
9rye361f3q76kr5,531,6.274762021241939,9,-2
9rye361f3q76kr5,566,6.338594078203183,10,-1
9rye361f3q76kr5,707,6.561030665896573,11,0
9rye361f3q76kr5,577,6.3578422665081,12,1
9rye361f3q76kr5,665,6.499787040655854,13,2
9rye361f3q76kr5,427,6.056784013228625,14,3
9rye361f3q76kr5,590,6.380122536899765,15,4
9rye361f3q76kr5,385,5.953243334287785,16,5
9rye361f3q76kr5,691,6.53813982376767,17,6
9rye361f3q76kr5,420,6.040254711277414,18,7
9rye361f3q76kr5,373,5.921578419643816,19,8
9rye361f3q76kr5,587,6.375024819828097,20,9
9rye361f3q76kr5,446,6.100318952020064,21,10
2n2fb3j7ek59xu3,1087,6.99117688712121,1,-10
2n2fb3j7ek59xu3,3415,8.13593277200489,2,-9
2n2fb3j7ek59xu3,959,6.8658910748834385,3,-8
2n2fb3j7ek59xu3,1201,7.0909098220799835,4,-7
2n2fb3j7ek59xu3,857,6.75343791859778,5,-6
2n2fb3j7ek59xu3,1102,7.004881989712859,6,-5
2n2fb3j7ek59xu3,1007,6.914730892718563,7,-4
2n2fb3j7ek59xu3,2109,7.653969180478774,8,-3
2n2fb3j7ek59xu3,906,6.80903930604298,9,-2
2n2fb3j7ek59xu3,714,6.570882962339584,10,-1
2n2fb3j7ek59xu3,1080,6.984716320118266,11,0
2n2fb3j7ek59xu3,1556,7.349873704738337,12,1
2n2fb3j7ek59xu3,965,6.872128101338986,13,2
2n2fb3j7ek59xu3,1589,7.370860166536716,14,3
2n2fb3j7ek59xu3,583,6.368187186350492,15,4
2n2fb3j7ek59xu3,738,6.6039438246004725,16,5
2n2fb3j7ek59xu3,807,6.693323668269949,17,6
2n2fb3j7ek59xu3,882,6.782192056006791,18,7
2n2fb3j7ek59xu3,513,6.240275845170769,19,8
2n2fb3j7ek59xu3,624,6.436150368369428,20,9
2n2fb3j7ek59xu3,2303,7.741967899820685,21,10
sdqdn016s5a3amo,1871,7.534228326274089,1,-10
sdqdn016s5a3amo,825,6.715383386334681,2,-9
sdqdn016s5a3amo,1008,6.915723448631314,3,-8
sdqdn016s5a3amo,635,6.453624998892692,4,-7
sdqdn016s5a3amo,764,6.638567789166521,5,-6
sdqdn016s5a3amo,1366,7.2196420401307355,6,-5
sdqdn016s5a3amo,888,6.78897174299217,7,-4
sdqdn016s5a3amo,772,6.648984550024776,8,-3
sdqdn016s5a3amo,280,5.634789603169249,9,-2
sdqdn016s5a3amo,342,5.834810737062605,10,-1
sdqdn016s5a3amo,288,5.662960480135946,11,0
sdqdn016s5a3amo,570,6.345636360828596,12,1
sdqdn016s5a3amo,634,6.452048954437226,13,2
sdqdn016s5a3amo,562,6.331501849893691,14,3
sdqdn016s5a3amo,797,6.680854678790215,15,4
sdqdn016s5a3amo,497,6.208590026096629,16,5
sdqdn016s5a3amo,1230,7.114769448366463,17,6
sdqdn016s5a3amo,687,6.532334292222349,18,7
sdqdn016s5a3amo,1013,6.920671504248683,19,8
sdqdn016s5a3amo,543,6.297109319933935,20,9
sdqdn016s5a3amo,350,5.857933154483459,21,10
pcy0lok6lrxco2x,772,6.648984550024776,1,-10
pcy0lok6lrxco2x,4310,8.368693183097793,2,-9
pcy0lok6lrxco2x,1359,7.214504414151143,3,-8
pcy0lok6lrxco2x,2198,7.6953031349635665,4,-7
pcy0lok6lrxco2x,714,6.570882962339584,5,-6
pcy0lok6lrxco2x,1132,7.0317412587631285,6,-5
pcy0lok6lrxco2x,833,6.725033642166843,7,-4
pcy0lok6lrxco2x,650,6.476972362889683,8,-3
pcy0lok6lrxco2x,620,6.429719478039138,9,-2
pcy0lok6lrxco2x,1175,7.069023426578259,10,-1
pcy0lok6lrxco2x,3803,8.24354550792826,11,0
pcy0lok6lrxco2x,1190,7.081708586105575,12,1
pcy0lok6lrxco2x,1695,7.43543801981455,13,2
pcy0lok6lrxco2x,1042,6.948897222313312,14,3
pcy0lok6lrxco2x,1864,7.530479995245536,15,4
pcy0lok6lrxco2x,1563,7.354362330421477,16,5
pcy0lok6lrxco2x,1407,7.249215057114389,17,6
pcy0lok6lrxco2x,2286,7.734558844354756,18,7
pcy0lok6lrxco2x,1064,6.96979066990159,19,8
pcy0lok6lrxco2x,1310,7.177782416195197,20,9
pcy0lok6lrxco2x,1641,7.403061091090091,21,10
peg8arfbqgyh93e,4122,8.324093761450404,1,-10
peg8arfbqgyh93e,2744,7.917171988845776,2,-9
peg8arfbqgyh93e,1719,7.449498005382849,3,-8
peg8arfbqgyh93e,5320,8.57922858233569,4,-7
peg8arfbqgyh93e,4824,8.481358738407021,5,-6
peg8arfbqgyh93e,3040,8.019612794400267,6,-5
peg8arfbqgyh93e,3475,8.1533497579988925,7,-4
peg8arfbqgyh93e,5445,8.602453035367061,8,-3
peg8arfbqgyh93e,2320,7.749322464660356,9,-2
peg8arfbqgyh93e,4158,8.332789468417959,10,-1
peg8arfbqgyh93e,4140,8.32845106681936,11,0
peg8arfbqgyh93e,2867,7.96102146588337,12,1
peg8arfbqgyh93e,842,6.7357800142423265,13,2
peg8arfbqgyh93e,1940,7.570443252057374,14,3
peg8arfbqgyh93e,7858,8.969287400118406,15,4
peg8arfbqgyh93e,3950,8.281470857895167,16,5
peg8arfbqgyh93e,5391,8.592486175451668,17,6
peg8arfbqgyh93e,3899,8.268475388982598,18,7
peg8arfbqgyh93e,2252,7.719573989259581,19,8
peg8arfbqgyh93e,4910,8.499029220788566,20,9
peg8arfbqgyh93e,7971,8.983565234427923,21,10
6ax5r7fdfqjnf8x,5196,8.55564437779049,1,-10
6ax5r7fdfqjnf8x,2575,7.853604813097837,2,-9
6ax5r7fdfqjnf8x,2639,7.878155336503324,3,-8
6ax5r7fdfqjnf8x,1257,7.136483208590247,4,-7
6ax5r7fdfqjnf8x,2541,7.840312983320164,5,-6
6ax5r7fdfqjnf8x,2219,7.704811922932594,6,-5
6ax5r7fdfqjnf8x,3308,8.104099056143582,7,-4
6ax5r7fdfqjnf8x,1124,7.024649030453636,8,-3
6ax5r7fdfqjnf8x,2868,7.961370201719511,9,-2
6ax5r7fdfqjnf8x,13520,9.511925349596956,10,-1
6ax5r7fdfqjnf8x,1264,7.142036574706803,11,0
6ax5r7fdfqjnf8x,2932,7.983440063006542,12,1
6ax5r7fdfqjnf8x,1070,6.975413927455952,13,2
6ax5r7fdfqjnf8x,2300,7.7406644019172415,14,3
6ax5r7fdfqjnf8x,1079,6.983789965258135,15,4
6ax5r7fdfqjnf8x,1054,6.960347729101308,16,5
6ax5r7fdfqjnf8x,18480,9.824444345195674,17,6
6ax5r7fdfqjnf8x,1165,7.060476365999801,18,7
6ax5r7fdfqjnf8x,826,6.716594773520978,19,8
6ax5r7fdfqjnf8x,1229,7.113956109566034,20,9
6ax5r7fdfqjnf8x,3728,8.223627175805483,21,10
bf613d200l3lmn0,5011,8.519390774959724,1,-10
bf613d200l3lmn0,5561,8.623533227187563,2,-9
bf613d200l3lmn0,5483,8.609407675404048,3,-8
bf613d200l3lmn0,1615,7.387090235656757,4,-7
bf613d200l3lmn0,1497,7.311218384419629,5,-6
bf613d200l3lmn0,3847,8.255048902752295,6,-5
bf613d200l3lmn0,6640,8.80086724247048,7,-4
bf613d200l3lmn0,4813,8.47907586930311,8,-3
bf613d200l3lmn0,6791,8.823353485113792,9,-2
bf613d200l3lmn0,5343,8.583542571957771,10,-1
bf613d200l3lmn0,1891,7.544861068658458,11,0
bf613d200l3lmn0,2427,7.794411205726601,12,1
bf613d200l3lmn0,601,6.398594934535208,13,2
bf613d200l3lmn0,2855,7.956827122090111,14,3
bf613d200l3lmn0,1309,7.1770187659099,15,4
bf613d200l3lmn0,9100,9.116029692504942,16,5
bf613d200l3lmn0,1231,7.115582126184454,17,6
bf613d200l3lmn0,4336,8.374707543119483,18,7
bf613d200l3lmn0,733,6.597145701886651,19,8
bf613d200l3lmn0,5963,8.693328989123106,20,9
bf613d200l3lmn0,985,6.892641641172089,21,10
egkqbjnpd2yzxmg,1836,7.515344571180436,1,-10
egkqbjnpd2yzxmg,673,6.511745329644728,2,-9
egkqbjnpd2yzxmg,1081,6.985641817639208,3,-8
egkqbjnpd2yzxmg,460,6.131226489483141,4,-7
egkqbjnpd2yzxmg,473,6.159095388491933,5,-6
egkqbjnpd2yzxmg,633,6.450470422144176,6,-5
egkqbjnpd2yzxmg,2675,7.891704659330107,7,-4
egkqbjnpd2yzxmg,658,6.489204931325317,8,-3
egkqbjnpd2yzxmg,524,6.261491684321042,9,-2
egkqbjnpd2yzxmg,963,6.870053411798126,10,-1
egkqbjnpd2yzxmg,734,6.598509028614515,11,0
egkqbjnpd2yzxmg,534,6.280395838960195,12,1
egkqbjnpd2yzxmg,409,6.013715156042802,13,2
egkqbjnpd2yzxmg,547,6.304448802421981,14,3
egkqbjnpd2yzxmg,437,6.07993319509559,15,4
egkqbjnpd2yzxmg,470,6.152732694704104,16,5
egkqbjnpd2yzxmg,556,6.320768294250582,17,6
egkqbjnpd2yzxmg,422,6.045005314036012,18,7
egkqbjnpd2yzxmg,498,6.210600077024653,19,8
egkqbjnpd2yzxmg,423,6.0473721790462776,20,9
egkqbjnpd2yzxmg,415,6.028278520230698,21,10
bm960pvu2juk8eh,4138,8.327967858305488,1,-10
bm960pvu2juk8eh,1751,7.467942332285852,2,-9
bm960pvu2juk8eh,4881,8.493105395887147,3,-8
bm960pvu2juk8eh,2749,7.918992488165245,4,-7
bm960pvu2juk8eh,1606,7.381501894506707,5,-6
bm960pvu2juk8eh,4325,8.37216741936598,6,-5
bm960pvu2juk8eh,2891,7.969357742016346,7,-4
bm960pvu2juk8eh,1104,7.00669522683704,8,-3
bm960pvu2juk8eh,6369,8.759197750371365,9,-2
bm960pvu2juk8eh,2829,7.947678571301568,10,-1
bm960pvu2juk8eh,837,6.729824070489475,11,0
bm960pvu2juk8eh,962,6.8690144506657065,12,1
bm960pvu2juk8eh,667,6.502790045915623,13,2
bm960pvu2juk8eh,828,6.71901315438526,14,3
bm960pvu2juk8eh,1760,7.473069088032197,15,4
bm960pvu2juk8eh,1430,7.265429723253953,16,5
bm960pvu2juk8eh,635,6.453624998892692,17,6
bm960pvu2juk8eh,763,6.637258031284457,18,7
bm960pvu2juk8eh,670,6.507277712385012,19,8
bm960pvu2juk8eh,935,6.840546529288687,20,9
bm960pvu2juk8eh,1882,7.540090320145325,21,10
httpl9hexg3fht8,1104,7.00669522683704,1,-10
httpl9hexg3fht8,660,6.492239835020471,2,-9
httpl9hexg3fht8,1605,7.380879035564116,3,-8
httpl9hexg3fht8,914,6.81783057145415,4,-7
httpl9hexg3fht8,561,6.329720905522696,5,-6
httpl9hexg3fht8,2512,7.828834527588089,6,-5
httpl9hexg3fht8,597,6.391917113392602,7,-4
httpl9hexg3fht8,1149,7.046647277848756,8,-3
httpl9hexg3fht8,1059,6.9650803456014065,9,-2
httpl9hexg3fht8,611,6.415096959171596,10,-1
httpl9hexg3fht8,634,6.452048954437226,11,0
httpl9hexg3fht8,601,6.398594934535208,12,1
httpl9hexg3fht8,636,6.455198563340122,13,2
httpl9hexg3fht8,827,6.717804695023691,14,3
httpl9hexg3fht8,792,6.674561391814426,15,4
httpl9hexg3fht8,534,6.280395838960195,16,5
httpl9hexg3fht8,2170,7.682482446534506,17,6
httpl9hexg3fht8,1014,6.921658184151129,18,7
httpl9hexg3fht8,2126,7.661997558901893,19,8
httpl9hexg3fht8,1176,7.069874128458572,20,9
httpl9hexg3fht8,740,6.606650186198215,21,10
wbup2lkahspxm5x,701,6.55250788703459,1,-10
wbup2lkahspxm5x,4874,8.491670234185152,2,-9
wbup2lkahspxm5x,1406,7.2485040723706105,3,-8
wbup2lkahspxm5x,3641,8.200013648175434,4,-7
wbup2lkahspxm5x,7423,8.912338567117548,5,-6
wbup2lkahspxm5x,826,6.716594773520978,6,-5
wbup2lkahspxm5x,2199,7.695757990554761,7,-4
wbup2lkahspxm5x,1782,7.485491608030754,8,-3
wbup2lkahspxm5x,750,6.620073206530356,9,-2
wbup2lkahspxm5x,644,6.467698726104354,10,-1
wbup2lkahspxm5x,578,6.359573868672378,11,0
wbup2lkahspxm5x,610,6.413458957167357,12,1
wbup2lkahspxm5x,2477,7.814803429489359,13,2
wbup2lkahspxm5x,1183,7.075808863978387,14,3
wbup2lkahspxm5x,6750,8.817297783866575,15,4
wbup2lkahspxm5x,381,5.942799375126701,16,5
wbup2lkahspxm5x,683,6.52649485957079,17,6
wbup2lkahspxm5x,580,6.363028103540465,18,7
wbup2lkahspxm5x,613,6.418364935936212,19,8
wbup2lkahspxm5x,630,6.4457198193855785,20,9
wbup2lkahspxm5x,3217,8.076204527239026,21,10
sqsv6p0c5fzd175,1418,7.257002707092073,1,-10
sqsv6p0c5fzd175,1293,7.164720378771857,2,-9
sqsv6p0c5fzd175,1173,7.067319848653476,3,-8
sqsv6p0c5fzd175,1111,7.01301578963963,4,-7
sqsv6p0c5fzd175,1199,7.089243155027514,5,-6
sqsv6p0c5fzd175,1072,6.977281341630747,6,-5
sqsv6p0c5fzd175,2188,7.690743163541872,7,-4
sqsv6p0c5fzd175,1781,7.484930283289661,8,-3
sqsv6p0c5fzd175,1120,7.02108396428914,9,-2
sqsv6p0c5fzd175,1707,7.442492722794441,10,-1
sqsv6p0c5fzd175,7871,8.97094039814245,11,0
sqsv6p0c5fzd175,1953,7.577121930876679,12,1
sqsv6p0c5fzd175,1546,7.343426229147367,13,2
sqsv6p0c5fzd175,1215,7.102499355774649,14,3
sqsv6p0c5fzd175,1218,7.1049654482698426,15,4
sqsv6p0c5fzd175,1248,7.129297548929373,16,5
sqsv6p0c5fzd175,1024,6.931471805599453,17,6
sqsv6p0c5fzd175,1483,7.301822342137932,18,7
sqsv6p0c5fzd175,1162,7.057897937411856,19,8
sqsv6p0c5fzd175,1472,7.294377299288821,20,9
sqsv6p0c5fzd175,1568,7.357556200910353,21,10
u7gt1vt5gco0fr2,1790,7.489970898834801,1,-10
u7gt1vt5gco0fr2,541,6.293419278846481,2,-9
u7gt1vt5gco0fr2,3281,8.0959035329611,3,-8
u7gt1vt5gco0fr2,4137,8.327726166461412,4,-7
u7gt1vt5gco0fr2,877,6.776506992372183,5,-6
u7gt1vt5gco0fr2,377,5.932245187448011,6,-5
u7gt1vt5gco0fr2,1142,7.040536390215956,7,-4
u7gt1vt5gco0fr2,390,5.966146739123692,8,-3
u7gt1vt5gco0fr2,639,6.459904454377535,9,-2
u7gt1vt5gco0fr2,432,6.068425588244111,10,-1
u7gt1vt5gco0fr2,1118,7.0192966537150445,11,0
u7gt1vt5gco0fr2,446,6.100318952020064,12,1
u7gt1vt5gco0fr2,871,6.769641976852503,13,2
u7gt1vt5gco0fr2,504,6.222576268071369,14,3
u7gt1vt5gco0fr2,1362,7.2167094867094574,15,4
u7gt1vt5gco0fr2,3303,8.10258642539079,16,5
u7gt1vt5gco0fr2,502,6.218600119691729,17,6
u7gt1vt5gco0fr2,641,6.46302945692067,18,7
u7gt1vt5gco0fr2,766,6.641182169740591,19,8
u7gt1vt5gco0fr2,374,5.924255797414532,20,9
u7gt1vt5gco0fr2,414,6.025865973825314,21,10
ejeh79yy4smg272,2772,7.927324360309794,1,-10
ejeh79yy4smg272,1398,7.242797922793756,2,-9
ejeh79yy4smg272,1864,7.530479995245536,3,-8
ejeh79yy4smg272,762,6.635946555686647,4,-7
ejeh79yy4smg272,952,6.858565034791365,5,-6
ejeh79yy4smg272,758,6.630683385642372,6,-5
ejeh79yy4smg272,784,6.664409020350408,7,-4
ejeh79yy4smg272,819,6.70808408385307,8,-3
ejeh79yy4smg272,724,6.584791392385716,9,-2
ejeh79yy4smg272,810,6.697034247666484,10,-1
ejeh79yy4smg272,1488,7.305188215393037,11,0
ejeh79yy4smg272,729,6.591673732008658,12,1
ejeh79yy4smg272,914,6.81783057145415,13,2
ejeh79yy4smg272,917,6.821107472256465,14,3
ejeh79yy4smg272,784,6.664409020350408,15,4
ejeh79yy4smg272,5195,8.555451903533328,16,5
ejeh79yy4smg272,725,6.586171654854675,17,6
ejeh79yy4smg272,892,6.79346613258001,18,7
ejeh79yy4smg272,700,6.551080335043404,19,8
ejeh79yy4smg272,1134,7.033506484287697,20,9
ejeh79yy4smg272,869,6.767343125265392,21,10
ggygzcrqb1xykdo,693,6.541029999189903,1,-10
ggygzcrqb1xykdo,1007,6.914730892718563,2,-9
ggygzcrqb1xykdo,1346,7.204892510204673,3,-8
ggygzcrqb1xykdo,2838,7.950854857719988,4,-7
ggygzcrqb1xykdo,596,6.39024066706535,5,-6
ggygzcrqb1xykdo,415,6.028278520230698,6,-5
ggygzcrqb1xykdo,572,6.349138991379798,7,-4
ggygzcrqb1xykdo,519,6.251903883165888,8,-3
ggygzcrqb1xykdo,452,6.113682179832232,9,-2
ggygzcrqb1xykdo,575,6.354370040797351,10,-1
ggygzcrqb1xykdo,508,6.230481447578482,11,0
ggygzcrqb1xykdo,548,6.306275286948016,12,1
ggygzcrqb1xykdo,656,6.486160788944089,13,2
ggygzcrqb1xykdo,403,5.998936561946683,14,3
ggygzcrqb1xykdo,552,6.313548046277095,15,4
ggygzcrqb1xykdo,457,6.124683390894205,16,5
ggygzcrqb1xykdo,403,5.998936561946683,17,6
ggygzcrqb1xykdo,419,6.037870919922137,18,7
ggygzcrqb1xykdo,498,6.210600077024653,19,8
ggygzcrqb1xykdo,505,6.22455842927536,20,9
ggygzcrqb1xykdo,499,6.212606095751519,21,10
m2ayv0furajtpv7,4275,8.360539381370861,1,-10
m2ayv0furajtpv7,1635,7.399398083331354,2,-9
m2ayv0furajtpv7,611,6.415096959171596,3,-8
m2ayv0furajtpv7,4216,8.346642090221199,4,-7
m2ayv0furajtpv7,613,6.418364935936212,5,-6
m2ayv0furajtpv7,752,6.62273632394984,6,-5
m2ayv0furajtpv7,644,6.467698726104354,7,-4
m2ayv0furajtpv7,702,6.553933404025811,8,-3
m2ayv0furajtpv7,742,6.60934924316738,9,-2
m2ayv0furajtpv7,4610,8.435983135990694,10,-1
m2ayv0furajtpv7,773,6.650279048587422,11,0
m2ayv0furajtpv7,3198,8.0702808933939,12,1
m2ayv0furajtpv7,886,6.786716950605081,13,2
m2ayv0furajtpv7,594,6.386879319362645,14,3
m2ayv0furajtpv7,612,6.416732282512326,15,4
m2ayv0furajtpv7,2207,7.699389406256737,16,5
m2ayv0furajtpv7,530,6.272877006546167,17,6
m2ayv0furajtpv7,747,6.616065185132817,18,7
m2ayv0furajtpv7,774,6.651571873589727,19,8
m2ayv0furajtpv7,3635,8.19836438996762,20,9
m2ayv0furajtpv7,520,6.253828811575473,21,10
3y0kwkl1at3m31w,638,6.45833828334479,1,-10
3y0kwkl1at3m31w,854,6.74993119378857,2,-9
3y0kwkl1at3m31w,1384,7.232733136177615,3,-8
3y0kwkl1at3m31w,1296,7.16703787691222,4,-7
3y0kwkl1at3m31w,604,6.403574197934815,5,-6
3y0kwkl1at3m31w,520,6.253828811575473,6,-5
3y0kwkl1at3m31w,2064,7.6324011266014535,7,-4
3y0kwkl1at3m31w,1292,7.163946684342547,8,-3
3y0kwkl1at3m31w,637,6.456769655572163,9,-2
3y0kwkl1at3m31w,583,6.368187186350492,10,-1
3y0kwkl1at3m31w,722,6.582025138892826,11,0
3y0kwkl1at3m31w,2212,7.701652362642226,12,1
3y0kwkl1at3m31w,597,6.391917113392602,13,2
3y0kwkl1at3m31w,484,6.182084906716632,14,3
3y0kwkl1at3m31w,426,6.054439346269371,15,4
3y0kwkl1at3m31w,8538,9.052282067317908,16,5
3y0kwkl1at3m31w,342,5.834810737062605,17,6
3y0kwkl1at3m31w,896,6.79794041297493,18,7
3y0kwkl1at3m31w,507,6.2285110035911835,19,8
3y0kwkl1at3m31w,924,6.828712071641684,20,9
3y0kwkl1at3m31w,538,6.2878585601617845,21,10
0frt4bpape7cbre,2402,7.784057002639929,1,-10
0frt4bpape7cbre,2277,7.7306140660637395,2,-9
0frt4bpape7cbre,714,6.570882962339584,3,-8
0frt4bpape7cbre,2411,7.787796878181171,4,-7
0frt4bpape7cbre,1266,7.143617602704121,5,-6
0frt4bpape7cbre,1134,7.033506484287697,6,-5
0frt4bpape7cbre,788,6.669498089857879,7,-4
0frt4bpape7cbre,714,6.570882962339584,8,-3
0frt4bpape7cbre,1570,7.358830898342354,9,-2
0frt4bpape7cbre,914,6.81783057145415,10,-1
0frt4bpape7cbre,1466,7.290292882446597,11,0
0frt4bpape7cbre,856,6.752270376141742,12,1
0frt4bpape7cbre,690,6.536691597591305,13,2
0frt4bpape7cbre,959,6.8658910748834385,14,3
0frt4bpape7cbre,858,6.754604099487962,15,4
0frt4bpape7cbre,2239,7.713784616598755,16,5
0frt4bpape7cbre,5743,8.655737000864297,17,6
0frt4bpape7cbre,1535,7.336285660021297,18,7
0frt4bpape7cbre,1841,7.518064181233078,19,8
0frt4bpape7cbre,777,6.655440350367647,20,9
0frt4bpape7cbre,748,6.617402977974478,21,10
ygfftbj1ffnwrqt,2497,7.822845290279774,1,-10
ygfftbj1ffnwrqt,2585,7.85748078694253,2,-9
ygfftbj1ffnwrqt,2047,7.624130585661289,3,-8
ygfftbj1ffnwrqt,1190,7.081708586105575,4,-7
ygfftbj1ffnwrqt,971,6.878326468291325,5,-6
ygfftbj1ffnwrqt,1625,7.393263094763838,6,-5
ygfftbj1ffnwrqt,1376,7.226936018493289,7,-4
ygfftbj1ffnwrqt,2197,7.69484807238461,8,-3
ygfftbj1ffnwrqt,1883,7.5406215286571525,9,-2
ygfftbj1ffnwrqt,1036,6.943122422819428,10,-1
ygfftbj1ffnwrqt,1355,7.2115567333138015,11,0
ygfftbj1ffnwrqt,1266,7.143617602704121,12,1
ygfftbj1ffnwrqt,1251,7.1316985104669115,13,2
ygfftbj1ffnwrqt,1322,7.186901020411631,14,3
ygfftbj1ffnwrqt,1404,7.247080584585756,15,4
ygfftbj1ffnwrqt,1383,7.232010331664759,16,5
ygfftbj1ffnwrqt,1732,7.4570320891223805,17,6
ygfftbj1ffnwrqt,1114,7.01571242048723,18,7
ygfftbj1ffnwrqt,1230,7.114769448366463,19,8
ygfftbj1ffnwrqt,2038,7.61972421378267,20,9
ygfftbj1ffnwrqt,2870,7.962067308753666,21,10
atmpkb2dgveuebc,1245,7.126890808898808,1,-10
atmpkb2dgveuebc,6431,8.768885326134862,2,-9
atmpkb2dgveuebc,1709,7.443663683115591,3,-8
atmpkb2dgveuebc,3985,8.290292591224315,4,-7
atmpkb2dgveuebc,4209,8.344980368770571,5,-6
atmpkb2dgveuebc,2397,7.781973234434385,6,-5
atmpkb2dgveuebc,1041,6.947937068614969,7,-4
atmpkb2dgveuebc,2738,7.914983005848394,8,-3
atmpkb2dgveuebc,1191,7.0825485693553,9,-2
atmpkb2dgveuebc,1230,7.114769448366463,10,-1
atmpkb2dgveuebc,579,6.361302477572996,11,0
atmpkb2dgveuebc,1105,7.007600613951853,12,1
atmpkb2dgveuebc,1137,7.036148493750536,13,2
atmpkb2dgveuebc,735,6.5998704992128365,14,3
atmpkb2dgveuebc,1279,7.153833801578843,15,4
atmpkb2dgveuebc,2319,7.7488913372555315,16,5
atmpkb2dgveuebc,1033,6.940222469119639,17,6
atmpkb2dgveuebc,728,6.590301048196686,18,7
atmpkb2dgveuebc,701,6.55250788703459,19,8
atmpkb2dgveuebc,2001,7.601402334583733,20,9
atmpkb2dgveuebc,1287,7.160069207596127,21,10
ry8jbk8ge0jo8bp,978,6.885509670034818,1,-10
ry8jbk8ge0jo8bp,858,6.754604099487962,2,-9
ry8jbk8ge0jo8bp,750,6.620073206530356,3,-8
ry8jbk8ge0jo8bp,2464,7.80954132465341,4,-7
